Node,Type,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Louvain_Community,Leiden_Community
pseudohypoparathyroidism,Disease,4,0.0036496350364963502,0.0005672612645608818,0.2620755619320899,7,0
goiter,Disease,5,0.004562043795620438,0.0011198417428448495,0.26195028680688337,2,4
urge incontinence,Disease,9,0.008211678832116789,0.0006574849364651456,0.2613257033857892,5,1
edward syndrome,Disease,2,0.0018248175182481751,0.0003407471501323947,0.23398804440649018,6,7
open wound of the arm,Disease,4,0.0036496350364963502,0.0002817855894291321,0.24140969162995596,7,0
redness in or around nose,Symptom,2,0.0018248175182481751,8.429521969848711e-05,0.23304273867743994,6,7
muscular dystrophy,Disease,5,0.004562043795620438,0.0013594291674523817,0.2825470482083011,1,4
mittelschmerz,Disease,6,0.005474452554744526,0.0008499586306812521,0.27987742594484166,3,5
corneal abrasion,Disease,9,0.008211678832116789,0.0006615691047183347,0.24931756141947226,6,7
anemia of chronic disease,Disease,4,0.0036496350364963502,0.0005427143176587281,0.2708178897949098,1,4
dysthymic disorder,Disease,9,0.008211678832116789,0.0006241462877125722,0.2708848245180425,0,3
loss of sex drive,Symptom,4,0.0036496350364963502,0.00013083113286772762,0.23259762308998302,5,1
scarlet fever,Disease,6,0.005474452554744526,0.0009108001571647658,0.2846753246753247,8,2
hypertensive heart disease,Disease,11,0.010036496350364963,0.0016677492107128253,0.29407029782667027,1,4
recent pregnancy,Symptom,3,0.002737226277372263,0.00012987489648180015,0.2669914738124239,3,1
drug abuse (barbiturates),Disease,6,0.005474452554744526,0.00015696042849357375,0.26849583537481625,0,3
polycystic ovarian syndrome (pcos),Disease,8,0.0072992700729927005,0.001248952707658991,0.2575187969924812,3,1
encephalitis,Disease,5,0.004562043795620438,0.0006015651734342433,0.29079331387635976,0,3
cyst of the eyelid,Disease,5,0.004562043795620438,0.0009885294642291702,0.25965411040037906,6,7
balanitis,Disease,9,0.008211678832116789,0.004318018640059602,0.3003562619895862,5,1
diaper rash,Disease,14,0.012773722627737226,0.004781845825985638,0.316854582249205,2,2
penis redness,Symptom,2,0.0018248175182481751,2.579336030627124e-05,0.23539518900343642,5,1
foreign body in the throat,Disease,7,0.006386861313868613,0.0015450041298375658,0.2939914163090129,2,2
infant spitting up,Symptom,1,0.0009124087591240876,0.0,0.227244453659548,2,2
drug abuse (cocaine),Disease,9,0.008211678832116789,0.0011481921628324193,0.282692803714212,0,3
optic neuritis,Disease,4,0.0036496350364963502,0.0020066167111779235,0.2830578512396694,6,7
alcohol withdrawal,Disease,10,0.009124087591240875,0.002119107952565462,0.30284609008013263,0,3
premature atrial contractions (pacs),Disease,7,0.006386861313868613,0.0009441585589914166,0.28386428386428386,1,4
hemiplegia,Disease,9,0.008211678832116789,0.0018670098990245594,0.2948614474038203,0,3
hammer toe,Disease,4,0.0036496350364963502,0.0006131038520867586,0.2683643486777669,8,6
open wound of the cheek,Disease,2,0.0018248175182481751,0.0001072233938077214,0.24673570463755065,2,2
joint effusion,Disease,9,0.008211678832116789,0.0009341644536420945,0.2592855453039981,7,0
open wound of the knee,Disease,2,0.0018248175182481751,1.0439222808553079e-05,0.2510882016036655,7,0
meningioma,Disease,5,0.004562043795620438,0.0005329784266773066,0.29273504273504275,0,3
brain cancer,Disease,8,0.0072992700729927005,0.0010439123117545039,0.2902542372881356,0,3
placental abruption,Disease,4,0.0036496350364963502,0.0006079164972552964,0.26396917148362237,3,1
seasonal allergies (hay fever),Disease,11,0.010036496350364963,0.0029693009919662117,0.29273504273504275,2,2
lung cancer,Disease,7,0.006386861313868613,0.0014403834807867797,0.28895333509095705,1,4
primary kidney disease,Disease,5,0.004562043795620438,0.0011358014588746356,0.26647216143933866,5,4
uterine cancer,Disease,3,0.002737226277372263,0.00036230923925900703,0.24077328646748683,3,1
dry eye of unknown cause,Disease,11,0.010036496350364963,0.00040052821554123296,0.25183823529411764,6,7
fibrocystic breast disease,Disease,4,0.0036496350364963502,0.0003837228358218584,0.23093131057732827,4,8
fungal infection of the hair,Disease,12,0.010948905109489052,0.0022681570704479667,0.2781725888324873,8,6
tooth abscess,Disease,10,0.009124087591240875,0.001592324923799113,0.27209533267130087,2,2
envenomation from spider or animal bite,Disease,9,0.008211678832116789,0.0013799222772800037,0.27746835443037976,8,6
vacterl syndrome,Disease,2,0.0018248175182481751,0.00011175110545372432,0.24546472564389699,5,1
vertebrobasilar insufficiency,Disease,4,0.0036496350364963502,0.0007164969958530083,0.2929697941726811,1,4
rectal disorder,Disease,11,0.010036496350364963,0.0011535683562870808,0.2733848840109753,3,5
atonic bladder,Disease,5,0.004562043795620438,0.0006807549808610385,0.2550023266635644,5,1
benign paroxysmal positional vertical (bppv),Disease,9,0.008211678832116789,0.002338944505075404,0.3050375730587253,1,4
blepharospasm,Disease,4,0.0036496350364963502,0.0032287388420994697,0.27277252364360377,6,7
low back weakness,Symptom,1,0.0009124087591240876,0.0,0.21435556424799532,6,7
sarcoidosis,Disease,8,0.0072992700729927005,0.003348204207528501,0.31233969791963523,1,4
metastatic cancer,Disease,5,0.004562043795620438,0.0006981038939695881,0.2620755619320899,4,2
trigger finger (finger disorder),Disease,6,0.005474452554744526,0.003095215046750286,0.2524763879290486,7,0
hand or finger cramps or spasms,Symptom,1,0.0009124087591240876,0.0,0.2016188373804268,7,0
stye,Disease,11,0.010036496350364963,0.005919458699810846,0.27216290042215047,6,7
eyelid lesion or rash,Symptom,2,0.0018248175182481751,2.375844853484021e-05,0.2192,6,7
hemochromatosis,Disease,3,0.002737226277372263,0.00041494500140307,0.26995073891625615,8,6
osteochondroma,Disease,7,0.006386861313868613,0.0034216350821658437,0.28751311647429173,8,6
cushing syndrome,Disease,2,0.0018248175182481751,0.0002858740095057263,0.24701374802794682,1,4
typhoid fever,Disease,2,0.0018248175182481751,0.0002823594014859183,0.2617625985192262,2,2
vitreous degeneration,Disease,8,0.0072992700729927005,0.00015002816834140518,0.25085831998168917,6,7
atrophic skin condition,Disease,9,0.008211678832116789,0.003449248285448404,0.2705504813626265,8,6
wrinkles on skin,Symptom,1,0.0009124087591240876,0.0,0.2129809560823941,8,6
aspergillosis,Disease,2,0.0018248175182481751,0.0003266957721043071,0.26238927459899447,9,9
uterine atony,Disease,9,0.008211678832116789,0.0009734960254144756,0.27516947024855637,3,1
trichinosis,Disease,2,0.0018248175182481751,0.00020580923542710914,0.2491475335303478,9,9
whooping cough,Disease,5,0.004562043795620438,0.000450764490633772,0.2908704883227176,2,2
open wound of the lip,Disease,5,0.004562043795620438,0.00042346614625536334,0.24909090909090909,2,2
dry lips,Symptom,4,0.0036496350364963502,0.00030477791587937733,0.23605427525306913,2,2
subacute thyroiditis,Disease,5,0.004562043795620438,0.00029739516314851894,0.2530009233610342,3,1
oral mucosal lesion,Disease,10,0.009124087591240875,0.0018814004137127362,0.2773279352226721,2,2
open wound due to trauma,Disease,2,0.0018248175182481751,6.37494039362307e-05,0.21211534739694213,7,0
intracerebral hemorrhage,Disease,10,0.009124087591240875,0.004871236805352558,0.31557731068240713,0,3
alzheimer disease,Disease,8,0.0072992700729927005,0.001926438443151684,0.27895138712140494,0,3
vaginismus,Disease,6,0.005474452554744526,0.0005061019601388192,0.27223050173869845,5,1
systemic lupus erythematosis (sle),Disease,6,0.005474452554744526,0.001268607796721219,0.2785968479918658,7,0
premature ovarian failure,Disease,5,0.004562043795620438,0.0011063232844720251,0.2581252943947244,3,1
thoracic outlet syndrome,Disease,6,0.005474452554744526,0.001515193501863927,0.279805973959663,7,0
ganglion cyst,Disease,10,0.009124087591240875,0.005974432990763165,0.27544609198291026,7,0
hand or finger lump or mass,Symptom,3,0.002737226277372263,5.3258252957048324e-05,0.22996223248006714,7,0
wrist lump or mass,Symptom,1,0.0009124087591240876,0.0,0.21600315333070555,7,0
dislocation of the knee,Disease,3,0.002737226277372263,2.5337708063021398e-05,0.23554695895121427,7,0
crohn disease,Disease,10,0.009124087591240875,0.0005853098324353172,0.28189300411522633,3,5
postoperative infection,Disease,6,0.005474452554744526,0.0026072673571290463,0.3010989010989011,8,6
folate deficiency,Disease,5,0.004562043795620438,0.0005974746652172966,0.28864893336844877,1,4
fluid overload,Disease,8,0.0072992700729927005,0.0031798206548183973,0.3089064261555806,3,5
atrial flutter,Disease,8,0.0072992700729927005,0.001303301920907694,0.27746835443037976,1,4
skin disorder,Disease,10,0.009124087591240875,0.0005354908077728702,0.2704169750801875,8,6
floaters,Disease,5,0.004562043795620438,4.7224631999856244e-05,0.243231247225921,6,7
tooth disorder,Disease,10,0.009124087591240875,0.0018911348546916842,0.282183316168898,2,2
heart attack,Disease,11,0.010036496350364963,0.003173458987510467,0.2942281879194631,1,4
open wound of the abdomen,Disease,3,0.002737226277372263,0.0012035601530090887,0.268167359921703,3,5
fracture of the leg,Disease,10,0.009124087591240875,0.0015514091798570755,0.26518267602225987,7,0
oral thrush (yeast infection),Disease,10,0.009124087591240875,0.0021325692151484173,0.2843060959792477,2,2
pityriasis rosea,Disease,6,0.005474452554744526,0.0006829035446146123,0.26751281425433243,8,6
allergy to animals,Disease,5,0.004562043795620438,0.0010543679947197112,0.2656969696969697,2,2
orthostatic hypotension,Disease,8,0.0072992700729927005,0.001040213959856713,0.2979070399565099,1,4
obstructive sleep apnea (osa),Disease,12,0.010948905109489052,0.004452050685619914,0.2915669060920458,1,4
mouth dryness,Symptom,2,0.0018248175182481751,9.098199134715512e-05,0.2439350100155798,4,8
hypokalemia,Disease,10,0.009124087591240875,0.003528389878085,0.3274574245593068,3,5
psoriasis,Disease,11,0.010036496350364963,0.0011808982360116559,0.27434292866082605,8,6
dislocation of the shoulder,Disease,6,0.005474452554744526,0.0005045723513450565,0.25405656003708854,7,0
intussusception,Disease,3,0.002737226277372263,0.0005123790681440684,0.27223050173869845,3,5
cervicitis,Disease,8,0.0072992700729927005,0.0007130016699694622,0.2820380854348945,3,1
abscess of the pharynx,Disease,8,0.0072992700729927005,0.0014451942591709923,0.3067450321858382,2,2
primary thrombocythemia,Disease,3,0.002737226277372263,0.0005099013240665329,0.2679706601466993,1,4
arthritis of the hip,Disease,12,0.010948905109489052,0.003410651617819293,0.2867608581894296,7,0
hip stiffness or tightness,Symptom,1,0.0009124087591240876,0.0,0.2229001423632296,7,0
decubitus ulcer,Disease,4,0.0036496350364963502,0.0011952903316261732,0.26020892687559355,8,6
incontinence of stool,Symptom,1,0.0009124087591240876,0.0,0.20651969097418504,8,6
hypernatremia,Disease,5,0.004562043795620438,0.0002662990499404604,0.28095360164060496,1,4
sensorineural hearing loss,Disease,10,0.009124087591240875,0.0017315115424819747,0.27634896621280886,2,2
chronic ulcer,Disease,2,0.0018248175182481751,0.0009132420091324202,0.243231247225921,8,6
skin pain,Symptom,1,0.0009124087591240876,0.0,0.19567934297446885,8,6
osteoporosis,Disease,9,0.008211678832116789,0.0024236838974619223,0.2764186633039092,7,0
early or late onset of menopause,Symptom,1,0.0009124087591240876,0.0,0.216600790513834,7,0
ileus,Disease,9,0.008211678832116789,0.0019049225610874795,0.30134726422875996,3,5
sickle cell crisis,Disease,11,0.010036496350364963,0.005663498362103671,0.316580011554015,7,0
urethritis,Disease,9,0.008211678832116789,0.001736276160158698,0.27634896621280886,5,1
prostatitis,Disease,10,0.009124087591240875,0.0035580005734804627,0.3023448275862069,5,1
otitis externa (swimmer's ear),Disease,11,0.010036496350364963,0.0019890878172359426,0.2772577789020997,2,2
poisoning due to anticonvulsants,Disease,4,0.0036496350364963502,0.0005440134964632707,0.28593790764414295,0,3
testicular torsion,Disease,6,0.005474452554744526,0.001541102826812657,0.2857142857142857,5,1
tricuspid valve disease,Disease,2,0.0018248175182481751,0.00014412249273651557,0.2523601197329035,5,3
urethral stricture,Disease,8,0.0072992700729927005,0.0005044994388238137,0.25613461089039496,5,1
vitamin d deficiency,Disease,3,0.002737226277372263,0.00028247978301631707,0.25782168901434954,3,4
hydatidiform mole,Disease,5,0.004562043795620438,0.003449821335671896,0.2948614474038203,3,1
pain disorder affecting the neck,Disease,9,0.008211678832116789,0.0024158802761827204,0.3052074631021999,7,0
tuberculosis,Disease,4,0.0036496350364963502,0.0011567823320219107,0.2813141683778234,2,2
pelvic fistula,Disease,3,0.002737226277372263,0.000513884285380895,0.2683643486777669,0,4
acute bronchiolitis,Disease,12,0.010948905109489052,0.0014848811267927269,0.2970189701897019,2,2
presbyopia,Disease,7,0.006386861313868613,0.000864313338957281,0.2595311390007104,6,7
dementia,Disease,8,0.0072992700729927005,0.0007760351123096428,0.2729083665338645,0,3
insect bite,Disease,10,0.009124087591240875,0.001596776396096486,0.28189300411522633,8,6
paroxysmal ventricular tachycardia,Disease,10,0.009124087591240875,0.0016870598875351776,0.29125697581716714,1,4
congenital heart defect,Disease,4,0.0036496350364963502,0.0009477456693486977,0.27068411953568783,7,0
connective tissue disorder,Disease,3,0.002737226277372263,0.00015642414186206656,0.25270924602259626,1,4
foreign body in the eye,Disease,8,0.0072992700729927005,0.00018826074521972077,0.24529991047448524,6,7
poisoning due to gas,Disease,7,0.006386861313868613,0.0018320110076339147,0.30847171404446944,1,4
drainage in throat,Symptom,2,0.0018248175182481751,2.8556513516777036e-05,0.24807605251244907,1,5
pyogenic skin infection,Disease,11,0.010036496350364963,0.0037012777010808256,0.2908704883227176,7,0
endometrial hyperplasia,Disease,5,0.004562043795620438,0.0006397349509586893,0.24199602561271805,3,1
back weakness,Symptom,4,0.0036496350364963502,0.0003313905243325331,0.2484134179510426,0,3
acanthosis nigricans,Disease,4,0.0036496350364963502,0.0009792854469295096,0.2645426019792421,8,6
central atherosclerosis,Disease,4,0.0036496350364963502,0.0004656425296623403,0.2748244734202608,1,4
viral exanthem,Disease,10,0.009124087591240875,0.0034104168579857227,0.3027624309392265,8,2
noninfectious gastroenteritis,Disease,12,0.010948905109489052,0.0029380080095652117,0.3138602520045819,3,5
benign prostatic hyperplasia (bph),Disease,12,0.010948905109489052,0.001832325948436774,0.2577004467434752,5,1
hesitancy,Symptom,2,0.0018248175182481751,6.100269322716643e-06,0.20648078372268275,5,1
low urine output,Symptom,2,0.0018248175182481751,0.00018829700032233447,0.22132471728594508,5,1
menopause,Disease,6,0.005474452554744526,0.0008821034098255592,0.260332541567696,3,1
primary immunodeficiency,Disease,5,0.004562043795620438,0.0010047763048170357,0.2791645440652063,2,2
ovarian cancer,Disease,4,0.0036496350364963502,0.000318498952939073,0.2733848840109753,3,5
cataract,Disease,10,0.009124087591240875,0.0004342056124483366,0.2509157509157509,6,7
cloudy eye,Symptom,2,0.0018248175182481751,2.448369703021096e-06,0.21741717913112477,6,7
dislocation of the hip,Disease,3,0.002737226277372263,0.00037457989643651193,0.26556820935304093,7,0
spinal stenosis,Disease,12,0.010948905109489052,0.002311766312484934,0.3001917282936182,7,0
intestinal obstruction,Disease,9,0.008211678832116789,0.0011507214868627465,0.28751311647429173,3,5
heart contusion,Disease,2,0.0018248175182481751,8.45170061361538e-05,0.26095238095238094,0,3
congenital malformation syndrome,Disease,4,0.0036496350364963502,0.0005834881980744038,0.25085831998168917,0,2
sporotrichosis,Disease,2,0.0018248175182481751,1.9993934361532163e-05,0.2367170626349892,7,0
lymphangitis,Disease,2,0.0018248175182481751,7.273329491699813e-05,0.24077328646748683,2,2
wernicke korsakoff syndrome,Disease,3,0.002737226277372263,3.9232535052075006e-05,0.25836869401225837,0,3
intestinal disease,Disease,9,0.008211678832116789,0.000797557138305318,0.2950201884253028,3,5
acute bronchitis,Disease,12,0.010948905109489052,0.0034502365992305876,0.30969200339078834,2,2
persistent vomiting of unknown cause,Disease,7,0.006386861313868613,0.0018395311284813984,0.30821147356580425,3,5
open wound of the foot,Disease,6,0.005474452554744526,0.0014977425785570322,0.2557759626604434,8,6
foot or toe lump or mass,Symptom,2,0.0018248175182481751,4.03017792537838e-06,0.21170562101603246,8,6
myocarditis,Disease,3,0.002737226277372263,8.052288071271444e-05,0.2729083665338645,1,4
preeclampsia,Disease,9,0.008211678832116789,0.0042265507843320515,0.3001917282936182,3,1
ischemic heart disease,Disease,11,0.010036496350364963,0.0035095880486209347,0.3132323521006002,1,4
neurofibromatosis,Disease,4,0.0036496350364963502,0.0017794800770312537,0.2907161803713528,0,6
chickenpox,Disease,6,0.005474452554744526,0.0013042451081045163,0.2860125260960334,8,6
pancreatic cancer,Disease,7,0.006386861313868613,0.0009518900261280321,0.28189300411522633,3,5
neuropathy due to drugs,Disease,5,0.004562043795620438,0.0021410171629334092,0.294940796555436,7,0
croup,Disease,11,0.010036496350364963,0.0017646229216528382,0.29718004338394793,2,2
idiopathic excessive menstruation,Disease,11,0.010036496350364963,0.002843875866281864,0.27551533433886377,3,1
frequent menstruation,Symptom,2,0.0018248175182481751,4.6627679257465206e-07,0.2181094527363184,3,1
amblyopia,Disease,5,0.004562043795620438,0.0008207654758032623,0.244097995545657,6,7
meckel diverticulum,Disease,2,0.0018248175182481751,0.0002091003885783529,0.24818840579710144,9,9
dislocation of the wrist,Disease,4,0.0036496350364963502,0.0017093145533876527,0.27530771163024365,7,3
ear drum damage,Disease,11,0.010036496350364963,0.0025940635767611963,0.26660180004865,2,2
erectile dysfunction,Disease,10,0.009124087591240875,0.0009492386407949468,0.2571562646644768,5,1
temporary or benign blood in urine,Disease,12,0.010948905109489052,0.002171854596053867,0.28941114338526536,5,1
kidney disease due to longstanding hypertension,Disease,4,0.0036496350364963502,0.0005116455182726735,0.2683643486777669,1,4
chondromalacia of the patella,Disease,6,0.005474452554744526,0.0007549270390530391,0.26511852926947266,7,0
onychomycosis,Disease,9,0.008211678832116789,0.0016409251098241776,0.2719602977667494,8,6
urethral disorder,Disease,8,0.0072992700729927005,0.002088911093030085,0.29375502546234256,5,1
lyme disease,Disease,7,0.006386861313868613,0.004324972342306652,0.3218795888399413,0,3
iron deficiency anemia,Disease,11,0.010036496350364963,0.0026616861379580694,0.28751311647429173,3,5
acute respiratory distress syndrome (ards),Disease,9,0.008211678832116789,0.0019297103376207981,0.3025952512424075,1,4
toxic multinodular goiter,Disease,5,0.004562043795620438,0.0012783379096758672,0.2733848840109753,1,4
open wound of the finger,Disease,4,0.0036496350364963502,0.0003968692529307863,0.24312333629103816,7,0
autonomic nervous system disorder,Disease,5,0.004562043795620438,0.0013176179769048815,0.29978118161925604,1,2
psychosexual disorder,Disease,7,0.006386861313868613,0.005707943648294628,0.2803786134561269,5,1
premature ejaculation,Symptom,1,0.0009124087591240876,0.0,0.2190247801758593,5,1
anemia,Disease,8,0.0072992700729927005,0.0015851646866467711,0.28497139885595424,1,4
tendinitis,Disease,10,0.009124087591240875,0.0012489559152271447,0.26764346764346764,7,0
common cold,Disease,11,0.010036496350364963,0.002793431290148832,0.3015130674002751,2,2
amyotrophic lateral sclerosis (als),Disease,5,0.004562043795620438,0.0006774773703249992,0.2710858273559238,0,3
central retinal artery or vein occlusion,Disease,6,0.005474452554744526,0.0007571789186403602,0.255358807082945,6,7
paroxysmal supraventricular tachycardia,Disease,9,0.008211678832116789,0.0020821921819518426,0.2913343965975545,1,4
venous insufficiency,Disease,8,0.0072992700729927005,0.001881752963421158,0.2805221397491682,8,6
trichomonas infection,Disease,8,0.0072992700729927005,0.0013922281563513847,0.28474928552870876,3,1
acne,Disease,9,0.008211678832116789,0.0016189814651340825,0.27175799652863875,8,6
urinary tract obstruction,Disease,10,0.009124087591240875,0.0028971897328950533,0.2865359477124183,5,1
diabetes insipidus,Disease,2,0.0018248175182481751,0.00022390704139832183,0.2632716790775883,5,4
iridocyclitis,Disease,9,0.008211678832116789,0.0023646513341668337,0.2757926522395571,6,7
varicocele of the testicles,Disease,10,0.009124087591240875,0.0026784121541859104,0.273589615576635,5,1
irritable bowel syndrome,Disease,9,0.008211678832116789,0.0028227286118136215,0.28864893336844877,3,5
fracture of the foot,Disease,6,0.005474452554744526,0.0003632427336266585,0.24050910686855387,7,0
foot or toe stiffness or tightness,Symptom,2,0.0018248175182481751,1.9110578509767483e-05,0.22249289484368656,7,0
foot or toe weakness,Symptom,2,0.0018248175182481751,6.705718709432576e-06,0.20737937559129613,7,0
ovarian cyst,Disease,9,0.008211678832116789,0.0014474724519622202,0.2848973225890304,3,1
chlamydia,Disease,6,0.005474452554744526,0.00034821862093896243,0.2719602977667494,3,1
parasitic disease,Disease,6,0.005474452554744526,0.004616167062652725,0.31269614835948645,8,6
fracture of the jaw,Disease,6,0.005474452554744526,0.0012373038819321475,0.26790515766316303,2,2
lipoma,Disease,10,0.009124087591240875,0.005566888963134771,0.2762096774193548,8,6
shoulder lump or mass,Symptom,1,0.0009124087591240876,0.0,0.21647244716571204,8,6
arm lump or mass,Symptom,2,0.0018248175182481751,2.134470123388755e-06,0.21850079744816586,8,6
female genitalia infection,Disease,7,0.006386861313868613,0.002244318033150078,0.2648622522957951,3,1
vulvar sore,Symptom,1,0.0009124087591240876,0.0,0.2094400917255876,3,1
pulmonary hypertension,Disease,9,0.008211678832116789,0.001662291613711579,0.29242262540021347,1,4
thyroid nodule,Disease,7,0.006386861313868613,0.0015194364884785654,0.26505441354292625,2,2
broken tooth,Disease,7,0.006386861313868613,0.0011960667004007237,0.24965831435079727,2,2
dumping syndrome,Disease,3,0.002737226277372263,0.00045108754674739234,0.2673170731707317,3,5
lymphadenitis,Disease,9,0.008211678832116789,0.005925989656010233,0.3174971031286211,2,2
injury to the face,Disease,9,0.008211678832116789,0.0019346697615999868,0.2799489144316731,2,2
aortic valve disease,Disease,9,0.008211678832116789,0.0020662826319158612,0.2995353921836567,1,4
rheumatoid arthritis,Disease,10,0.009124087591240875,0.004368176346957538,0.26981782373215163,7,0
joint swelling,Symptom,1,0.0009124087591240876,0.0,0.2125266627884429,7,0
spermatocele,Disease,5,0.004562043795620438,0.0006183783586168081,0.2532347504621072,5,1
impetigo,Disease,10,0.009124087591240875,0.003944439689688715,0.29141185854825846,8,6
sore in nose,Symptom,1,0.0009124087591240876,0.0,0.2257001647446458,8,6
anal fistula,Disease,4,0.0036496350364963502,0.00011655668418901467,0.23857205050065303,3,5
hypothermia,Disease,4,0.0036496350364963502,0.0005193768628353233,0.27155599603567887,1,4
oppositional disorder,Disease,10,0.009124087591240875,0.0011351299703044686,0.26333493512734263,0,3
migraine,Disease,9,0.008211678832116789,0.00373991378259882,0.30821147356580425,6,7
diabetic peripheral neuropathy,Disease,9,0.008211678832116789,0.0021764858859268195,0.2853423587607394,7,0
testicular disorder,Disease,5,0.004562043795620438,0.0007107105838482461,0.260332541567696,5,1
gestational diabetes,Disease,5,0.004562043795620438,0.00040641711332193914,0.2276220145379024,3,1
pelvic pressure,Symptom,2,0.0018248175182481751,2.1086276756305035e-06,0.18786424408639013,3,1
hidradenitis suppurativa,Disease,6,0.005474452554744526,0.001927838627622482,0.277749619868221,8,6
valley fever,Disease,4,0.0036496350364963502,0.0018886572668706113,0.28174807197943447,2,2
conjunctivitis due to bacteria,Disease,6,0.005474452554744526,0.0016302235525694083,0.28789072760703965,2,2
lewy body dementia,Disease,5,0.004562043795620438,0.0001287528514183488,0.2632084534101825,0,3
multiple myeloma,Disease,5,0.004562043795620438,0.0008551407794184442,0.2802352339555101,1,4
head injury,Disease,8,0.0072992700729927005,0.002630497395242824,0.3030135471385126,1,4
ascending cholangitis,Disease,5,0.004562043795620438,0.0016096794748095811,0.30027397260273975,3,5
idiopathic irregular menstrual cycle,Disease,11,0.010036496350364963,0.0029374899227517606,0.27324856644228374,3,1
interstitial lung disease,Disease,9,0.008211678832116789,0.0023332994058656966,0.30410654827968925,2,2
mononeuritis,Disease,10,0.009124087591240875,0.001193022348572726,0.26882511650723573,7,0
hand or finger weakness,Symptom,2,0.0018248175182481751,7.55551479386863e-06,0.2323510705957176,7,0
malaria,Disease,4,0.0036496350364963502,0.0009199673374122792,0.286236615304257,9,9
somatization disorder,Disease,5,0.004562043795620438,0.000838502099387569,0.28616187989556136,1,4
hypovolemia,Disease,9,0.008211678832116789,0.0018946093185304793,0.30812482429013216,3,5
schizophrenia,Disease,11,0.010036496350364963,0.0005959481208544597,0.267578125,0,3
hysterical behavior,Symptom,3,0.002737226277372263,5.867378495105838e-06,0.21880614893192254,0,3
knee ligament or meniscus tear,Disease,7,0.006386861313868613,0.0006384659369755357,0.24768361581920903,7,0
endocarditis,Disease,6,0.005474452554744526,0.00035626722925944244,0.2805939580133128,1,4
sepsis,Disease,11,0.010036496350364963,0.003545576566120839,0.31521426517112455,1,4
heat stroke,Disease,2,0.0018248175182481751,0.002915419880857605,0.25679475164011245,1,4
feeling hot,Symptom,1,0.0009124087591240876,0.0,0.20436322953570762,1,4
cholecystitis,Disease,12,0.010948905109489052,0.001726644788026443,0.3030135471385126,3,5
cardiac arrest,Disease,8,0.0072992700729927005,0.0006289692384607965,0.2766279656739021,1,4
cardiomyopathy,Disease,8,0.0072992700729927005,0.0008675518382237064,0.2843798650752465,1,4
social phobia,Disease,9,0.008211678832116789,0.0016627509917335305,0.26738228836301536,0,3
meningitis,Disease,8,0.0072992700729927005,0.00206889094909128,0.30821147356580425,3,0
spherocytosis,Disease,3,0.002737226277372263,0.0005194306383240308,0.27155599603567887,0,6
hormone disorder,Disease,5,0.004562043795620438,0.002253686342808577,0.28016359918200406,0,3
excessive growth,Symptom,1,0.0009124087591240876,0.0,0.2188935490313561,0,3
raynaud disease,Disease,3,0.002737226277372263,7.848145297974578e-05,0.24858244499886595,7,0
reactive arthritis,Disease,2,0.0018248175182481751,0.00010446037479947715,0.24119718309859156,9,9
scabies,Disease,7,0.006386861313868613,0.0021856127988510894,0.2735213376590966,8,6
ear wax impaction,Disease,10,0.009124087591240875,0.001138944252072978,0.2733848840109753,2,2
hypertension of pregnancy,Disease,6,0.005474452554744526,0.0010189426344940154,0.2761400856638952,3,1
peripheral arterial embolism,Disease,6,0.005474452554744526,0.0011219003980905086,0.27586206896551724,7,0
rosacea,Disease,10,0.009124087591240875,0.0033180380083629646,0.28743771308680827,8,6
fracture of the skull,Disease,5,0.004562043795620438,0.0013921923301927605,0.2987189970019079,0,3
uveitis,Disease,3,0.002737226277372263,0.0007655463721444829,0.251780381346198,6,7
fracture of the facial bones,Disease,9,0.008211678832116789,0.003374914854598108,0.2947028771175047,6,7
tracheitis,Disease,7,0.006386861313868613,0.0008548555123806051,0.28482328482328484,2,2
jaw disorder,Disease,8,0.0072992700729927005,0.0012541838667215835,0.2832773326440941,2,2
perirectal infection,Disease,6,0.005474452554744526,0.0009969476633655348,0.2694198623402163,8,6
breast cyst,Disease,4,0.0036496350364963502,0.0004632803135088396,0.24745992323323548,4,8
post-traumatic stress disorder (ptsd),Disease,10,0.009124087591240875,0.00020203120943561458,0.2702169625246548,0,3
kidney cancer,Disease,5,0.004562043795620438,0.00028890222142546385,0.25405656003708854,5,1
vulvar cancer,Disease,3,0.002737226277372263,0.0007214447702000075,0.27121999505073,5,3
blepharitis,Disease,11,0.010036496350364963,0.0009355169292929885,0.2531177829099307,6,7
celiac disease,Disease,6,0.005474452554744526,0.0007082558521126725,0.29880043620501634,3,5
cystitis,Disease,12,0.010948905109489052,0.002139835386888088,0.2901773894625364,5,1
sickle cell anemia,Disease,8,0.0072992700729927005,0.004241290023982279,0.2953381837779574,7,0
subconjunctival hemorrhage,Disease,8,0.0072992700729927005,0.002218411704230118,0.2778904665314402,6,7
hemorrhoids,Disease,11,0.010036496350364963,0.0027891604214940486,0.2750313676286073,3,5
mass or swelling around the anus,Symptom,2,0.0018248175182481751,1.6913169524615759e-06,0.21608832807570977,3,5
contact dermatitis,Disease,11,0.010036496350364963,0.0009967895637440843,0.27372627372627373,8,6
sinus bradycardia,Disease,11,0.010036496350364963,0.0011369526796079293,0.2869861220214716,1,4
high blood pressure,Disease,2,0.0018248175182481751,0.00010345334132870267,0.280306905370844,1,4
